Bus16451112.txt	0	9	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	1065	1074	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	107	113	http://en.wikipedia.org/wiki/Atlanta,_Georgia	1.0	PER/NAM
Bus16451112.txt	1150	1157	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	117	128	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	1173	1180	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	1230	1249	http://en.wikipedia.org/wiki/The_Associated_Press	1.0	PER/NAM
Bus16451112.txt	1372	1379	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	15	22	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	1507	1516	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	1519	1526	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	1622	1629	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	1663	1676	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	1667	1676	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	1736	1743	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	1799	1805	http://en.wikipedia.org/wiki/Atlanta,_Georgia	1.0	PER/NAM
Bus16451112.txt	1850	1852	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	1883	1896	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	1929	1931	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	193	211	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	2237	2246	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	2280	2287	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	2365	2378	http://en.wikipedia.org/wiki/George_H._W._Bush	1.0	PER/NAM
Bus16451112.txt	2423	2432	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	2509	2518	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	2763	2767	http://en.wikipedia.org/wiki/Frank_Blake	1.0	PER/NAM
Bus16451112.txt	2814	2823	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	2874	2883	http://en.wikipedia.org/wiki/James_Senn	1.0	PER/NAM
Bus16451112.txt	2898	2913	http://en.wikipedia.org/wiki/J._Mack_Robinson_College_of_Business	1.0	PER/NAM
Bus16451112.txt	2917	2953	http://en.wikipedia.org/wiki/Center_for_Global_Business_Leadership	1.0	PER/NAM
Bus16451112.txt	2958	2981	http://en.wikipedia.org/wiki/Georgia_State_University	1.0	PER/NAM
Bus16451112.txt	3072	3074	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	3143	3152	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	3180	3189	http://en.wikipedia.org/wiki/Carol_Tome	1.0	PER/NAM
Bus16451112.txt	3225	3236	http://en.wikipedia.org/wiki/Joe_DeAngelo	1.0	PER/NAM
Bus16451112.txt	3272	3288	http://en.wikipedia.org/wiki/Home_Depot_Supply	1.0	PER/NAM
Bus16451112.txt	3466	3473	http://en.wikipedia.org/wiki/Joe_DeAngelo	1.0	PER/NAM
Bus16451112.txt	3550	3557	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	3563	3572	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	374	381	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	3780	3787	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	4682	4689	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	4829	4838	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	4857	4864	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	5017	5033	http://en.wikipedia.org/wiki/John_L._Clendenin	1.0	PER/NAM
Bus16451112.txt	5036	5054	http://en.wikipedia.org/wiki/Claudio_X._Gonzales	1.0	PER/NAM
Bus16451112.txt	5060	5079	http://en.wikipedia.org/wiki/Milledge_A._Hart_III	1.0	PER/NAM
Bus16451112.txt	5208	5217	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	583	602	http://en.wikipedia.org/wiki/General_Electric	1.0	PER/NAM
Bus16451112.txt	611	618	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	652	661	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	668	675	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
Bus16451112.txt	699	709	http://en.wikipedia.org/wiki/Frank_Blake	1.0	PER/NAM
Bus16451112.txt	705	709	http://en.wikipedia.org/wiki/Frank_Blake	1.0	PER/NAM
Bus16451112.txt	791	800	http://en.wikipedia.org/wiki/Home_Depot	1.0	PER/NAM
Bus16451112.txt	812	824	http://en.wikipedia.org/wiki/Jerry_Shields	1.0	PER/NAM
Bus16451112.txt	818	824	http://en.wikipedia.org/wiki/Jerry_Shields	1.0	PER/NAM
Bus16451112.txt	927	931	http://en.wikipedia.org/wiki/Frank_Blake	1.0	PER/NAM
Bus16451112.txt	979	986	http://en.wikipedia.org/wiki/Robert_Nardelli	1.0	PER/NAM
